Region,Zone,Woreda,Kebele
Oromiya,West Shewa,Midakegni,Gudata Gelalega
Oromiya,West Shewa,Midakegni,Gosuwangi
Oromiya,West Shewa,Midakegni,Tuye Guda Chuqala
Oromiya,West Shewa,Midakegni,Baro Bedaro
Oromiya,West Shewa,Midakegni,Halelu Gosu
Oromiya,West Shewa,Midakegni,Lanto Jareso
Oromiya,West Shewa,Midakegni,Aretato Kelega
Oromiya,West Shewa,Midakegni,Wello Tamebaro
Oromiya,West Shewa,Midakegni,Open Grass Land
Oromiya,West Shewa,Chelia,Gedo Town
Oromiya,West Shewa,Chelia,Babich Town
Oromiya,West Shewa,Chelia,Ejaji Town
Oromiya,West Shewa,Chelia,Wolqituma Tulu Mara
Oromiya,West Shewa,Chelia,Tulukosoro
Oromiya,West Shewa,Chelia,Bilunakeko
Oromiya,West Shewa,Chelia,Badaelamu
Oromiya,West Shewa,Chelia,Jarso Dire Geda
Oromiya,West Shewa,Chelia,Alehula Dabi
Oromiya,West Shewa,Chelia,Halelu Oda Guta
Oromiya,West Shewa,Chelia,Ole Sere
Oromiya,West Shewa,Chelia,Gelmo Giyorgis
Oromiya,West Shewa,Chelia,Refso Alenga
Oromiya,West Shewa,Chelia,Sekondo
Oromiya,West Shewa,Chelia,Refso Qameno
Oromiya,West Shewa,Chelia,Ergo Washimo
Oromiya,West Shewa,Chelia,Dubi Geregulti
Oromiya,West Shewa,Chelia,Ale Wereilu
Oromiya,West Shewa,Chelia,Seba Biche
Oromiya,West Shewa,Chelia,Goba Washemo
Oromiya,West Shewa,Chelia,Jato Derke
Oromiya,West Shewa,Chelia,Abora Keraro
Oromiya,West Shewa,Chelia,Abora Benesu
Oromiya,West Shewa,Chelia,Rato
Oromiya,West Shewa,Chelia,Guda Weliye
Oromiya,West Shewa,Chelia,Chobe Tulu Choria
Oromiya,West Shewa,Chelia,Haro Mariyam
Oromiya,West Shewa,Chelia,Wegedi Kortu
Oromiya,West Shewa,Chelia,Shano Agelo
Oromiya,West Shewa,Chelia,Ale Soyema
Oromiya,West Shewa,Chelia,Sire Silase
Oromiya,West Shewa,Chelia,Seden Ilu
Oromiya,West Shewa,Chelia,Werji
Oromiya,West Shewa,Chelia,Meta Kidane Mehret
Oromiya,West Shewa,Chelia,Tulu Adeyu
Oromiya,West Shewa,Chelia,Wedey Granchu
Oromiya,West Shewa,Chelia,Abeko Ano
Oromiya,West Shewa,Chelia,Tulu Nacha
Oromiya,West Shewa,Chelia,Liben Gamo
Oromiya,West Shewa,Chelia,Tulu Bajo
Oromiya,West Shewa,Chelia,Tita Maru
Oromiya,West Shewa,Bako Tibe,Tibe Town
Oromiya,West Shewa,Bako Tibe,Shemboko Town
Oromiya,West Shewa,Bako Tibe,Bako Town
Oromiya,West Shewa,Bako Tibe,Gajo Qoye
Oromiya,West Shewa,Bako Tibe,Bokojo Ali
Oromiya,West Shewa,Bako Tibe,Werdisombo Disasa
Oromiya,West Shewa,Bako Tibe,Adulan
Oromiya,West Shewa,Bako Tibe,Welqituma Bekerere
Oromiya,West Shewa,Bako Tibe,Adgudeya
Oromiya,West Shewa,Bako Tibe,Gebaole
Oromiya,West Shewa,Bako Tibe,Gudina Biya
Oromiya,West Shewa,Bako Tibe,Biqiltu Beku
Oromiya,West Shewa,Bako Tibe,Gotumiti
Oromiya,West Shewa,Bako Tibe,Kortu Chancho
Oromiya,West Shewa,Bako Tibe,Bari Abo
Oromiya,West Shewa,Bako Tibe,Dembi Gobu
Oromiya,West Shewa,Bako Tibe,Dembi Dima
Oromiya,West Shewa,Bako Tibe,Cheka Dimtu
Oromiya,West Shewa,Bako Tibe,Sedan Qite
Oromiya,West Shewa,Bako Tibe,Tulu Sengota
Oromiya,West Shewa,Bako Tibe,Doso Dongoro
Oromiya,West Shewa,Bako Tibe,Hara Abonu
Oromiya,West Shewa,Bako Tibe,Gudina Alo
Oromiya,West Shewa,Bako Tibe,Karo Wereroba
Oromiya,West Shewa,Bako Tibe,Odo Haro
Oromiya,West Shewa,Bako Tibe,Gudina Welqite
Oromiya,West Shewa,Bako Tibe,Amerti Gibe
Oromiya,West Shewa,Bako Tibe,Adakorema
Oromiya,West Shewa,Bako Tibe,Teranfetagibe
Oromiya,West Shewa,Bako Tibe,Odagibe
Oromiya,West Shewa,Bako Tibe,Bechera Odogibe
Oromiya,West Shewa,Dano,Seyo Town
Oromiya,West Shewa,Dano,Direhujuba
Oromiya,West Shewa,Dano,Dano Shenen
Oromiya,West Shewa,Dano,Dire Dano
Oromiya,West Shewa,Dano,Dano Roge
Oromiya,West Shewa,Dano,Babo Geseso
Oromiya,West Shewa,Dano,Karagerjeda
Oromiya,West Shewa,Dano,Bedaelu
Oromiya,West Shewa,Dano,Gida Abu
Oromiya,West Shewa,Dano,Direhareyu
Oromiya,West Shewa,Dano,Seyu Gambela
Oromiya,West Shewa,Dano,Bilo Harere
Oromiya,West Shewa,Dano,Seyu Gudetu
Oromiya,West Shewa,Dano,Anchebi Bedeso
Oromiya,West Shewa,Dano,Keleche Jibat
Oromiya,West Shewa,Dano,Kekero Jibat
Oromiya,West Shewa,Dano,Abudonare
Oromiya,West Shewa,Dano,Beke Sirba
Oromiya,West Shewa,Dano,Kersa Dorane
Oromiya,West Shewa,Dano,Oeda Liben
Oromiya,West Shewa,Dano,Ajila Dale
Oromiya,West Shewa,Dano,Awadi Gulufa
Oromiya,West Shewa,Nono,Silkamba Town
Oromiya,West Shewa,Nono,METUSILMI
Oromiya,West Shewa,Nono,METUABO
Oromiya,West Shewa,Nono,BILOABO
Oromiya,West Shewa,Nono,BILOMETA
Oromiya,West Shewa,Nono,HURUMUJIBAT
Oromiya,West Shewa,Nono,HURUMUKORKE
Oromiya,West Shewa,Nono,KORKEMARIYAM
Oromiya,West Shewa,Nono,CHANDO
Oromiya,West Shewa,Nono,GELMOWEREBO
Oromiya,West Shewa,Nono,NERBOBABO
Oromiya,West Shewa,Nono,HULUGETAKEREYU
Oromiya,West Shewa,Nono,ABOSERE
Oromiya,West Shewa,Nono,ALAKASE
Oromiya,West Shewa,Nono,DENBI
Oromiya,West Shewa,Nono,Abeyi Hebeni
Oromiya,West Shewa,Nono,KONOREHURUMU
Oromiya,West Shewa,Nono,HURUMU GEBRIEL
Oromiya,West Shewa,Nono,GODANO
Oromiya,West Shewa,Nono,HILO
Oromiya,West Shewa,Nono,METUSILASE
Oromiya,West Shewa,Nono,TELTELENA BERE
Oromiya,West Shewa,Nono,BILOWAYU
Oromiya,West Shewa,Nono,BEKEMOTI
Oromiya,West Shewa,Nono,CHEFEODA
Oromiya,West Shewa,Nono,MITARIHEBENI
Oromiya,West Shewa,Nono,DIKOSHUMO
Oromiya,West Shewa,Nono,Nono Qondala
Oromiya,West Shewa,Nono,NANOALO
Oromiya,West Shewa,Nono,ALO DINKI
Oromiya,West Shewa,Nono,GOLOLE
Oromiya,West Shewa,Nono,IMBARO
Oromiya,West Shewa,Nono,Jiru Gemechu
Oromiya,West Shewa,Nono,Bifitu Jelela
Oromiya,West Shewa,Nono,HURUMUKORKE
Oromiya,West Shewa,Nono,KONOREHURUMU
Oromiya,West Shewa,Nono,ALAKASE
Oromiya,West Shewa,Tikur Enchini,Enchini Town
Oromiya,West Shewa,Tikur Enchini,Tokeleman
Oromiya,West Shewa,Tikur Enchini,Tokeabuye
Oromiya,West Shewa,Tikur Enchini,NanoJedue
Oromiya,West Shewa,Tikur Enchini,Weldohena
Oromiya,West Shewa,Tikur Enchini,Buyema Qochora
Oromiya,West Shewa,Tikur Enchini,Gamo Gembela
Oromiya,West Shewa,Tikur Enchini,Belo Abeye
Oromiya,West Shewa,Tikur Enchini,Buyema Dalfo
Oromiya,West Shewa,Tikur Enchini,Buyema Meju
Oromiya,West Shewa,Tikur Enchini,Buyema Debele
Oromiya,West Shewa,Tikur Enchini,Arfin Jodoga
Oromiya,West Shewa,Tikur Enchini,Homi Hene
Oromiya,West Shewa,Tikur Enchini,Bola Germama
Oromiya,West Shewa,Tikur Enchini,Bola Demaka
Oromiya,West Shewa,Tikur Enchini,Qoro Kersa
Oromiya,West Shewa,Tikur Enchini,Bola Roge
Oromiya,West Shewa,Tikur Enchini,Roga Doga
Oromiya,West Shewa,Tikur Enchini,Buyema Roga
Oromiya,West Shewa,Tikur Enchini,Ajo Kersa Bele
Oromiya,West Shewa,Dendi,Ginichi Town
Oromiya,West Shewa,Dendi,Olonkomi Town
Oromiya,West Shewa,Dendi,Ehud Gebeya Town
Oromiya,West Shewa,Dendi,Taye Seka
Oromiya,West Shewa,Dendi,Werka Gari
Oromiya,West Shewa,Dendi,Bejiro
Oromiya,West Shewa,Dendi,Galesa Kofitu
Oromiya,West Shewa,Dendi,Ketikete Weren Bulich
Oromiya,West Shewa,Dendi,Dinsa Shonid
Oromiya,West Shewa,Dendi,Goro Danisa
Oromiya,West Shewa,Dendi,Dega Egu
Oromiya,West Shewa,Dendi,Danisa Teniko
Oromiya,West Shewa,Dendi,Qeba Bereda
Oromiya,West Shewa,Dendi,Galesa Kotagesher
Oromiya,West Shewa,Dendi,Werika Kore
Oromiya,West Shewa,Dendi,Awash Bolo
Oromiya,West Shewa,Dendi,Gare Arera
Oromiya,West Shewa,Dendi,Deno Ejerisa Gibe
Oromiya,West Shewa,Dendi,Yobido Legebatu
Oromiya,West Shewa,Dendi,jemijem Legebatu
Oromiya,West Shewa,Dendi,Gare Kora
Oromiya,West Shewa,Dendi,Koriso Odogoba
Oromiya,West Shewa,Dendi,Bite Ejersa Gibe
Oromiya,West Shewa,Dendi,Serewa Debisa
Oromiya,West Shewa,Dendi,Kale Eniboritu
Oromiya,West Shewa,Dendi,Cheleleka Bobe
Oromiya,West Shewa,Dendi,Finicha Godeti
Oromiya,West Shewa,Dendi,Fuji Gelila
Oromiya,West Shewa,Dendi,Wamura Seqo
Oromiya,West Shewa,Dendi,Werika Werebo
Oromiya,West Shewa,Dendi,Jewe Buri
Oromiya,West Shewa,Dendi,Awash Boloto
Oromiya,West Shewa,Dendi,Gatiro Lafito
Oromiya,West Shewa,Dendi,Sumibola Shiko
Oromiya,West Shewa,Dendi,Golole Bolo
Oromiya,West Shewa,Dendi,Chirito Qogne
Oromiya,West Shewa,Dendi,Orita Lulubo
Oromiya,West Shewa,Dendi,Hubeto Dule
Oromiya,West Shewa,Dendi,Goro Sokoru
Oromiya,West Shewa,Dendi,Wenich Bite
Oromiya,West Shewa,Dendi,Boda Boseqa
Oromiya,West Shewa,Dendi,Merino Gonijeb
Oromiya,West Shewa,Dendi,Awash Wajitu
Oromiya,West Shewa,Dendi,Denidi Solu
Oromiya,West Shewa,Dendi,Dendi Mumicha
Oromiya,West Shewa,Dendi,Hula Dulo
Oromiya,West Shewa,Dendi,Kotoba Jaleta
Oromiya,West Shewa,Dendi,Tiranige Shube
Oromiya,West Shewa,Ejerie,Addis Alem Town
Oromiya,West Shewa,Ejerie,Dakebora
Oromiya,West Shewa,Ejerie,Tuqa
Oromiya,West Shewa,Ejerie,Eluaga
Oromiya,West Shewa,Ejerie,Beso
Oromiya,West Shewa,Ejerie,Gorba
Oromiya,West Shewa,Ejerie,Boricho
Oromiya,West Shewa,Ejerie,Arertu
Oromiya,West Shewa,Ejerie,Lity Mado
Oromiya,West Shewa,Ejerie,Gulit
Oromiya,West Shewa,Ejerie,Gebiya Jimata
Oromiya,West Shewa,Ejerie,Tsamotu
Oromiya,West Shewa,Ejerie,Lanqesa
Oromiya,West Shewa,Ejerie,Chire
Oromiya,West Shewa,Ejerie,Kusaye
Oromiya,West Shewa,Ejerie,Goli
Oromiya,West Shewa,Ejerie,Endode
Oromiya,West Shewa,Ejerie,Tulu korma
Oromiya,West Shewa,Ejerie,Kimoye
Oromiya,West Shewa,Ejerie,Hora
Oromiya,West Shewa,Ejerie,Telbo
Oromiya,West Shewa,Ejerie,Amero
Oromiya,West Shewa,Ejerie,Enafitu
Oromiya,West Shewa,Ejerie,Rare Suqu
Oromiya,West Shewa,Ejerie,Arebsa
Oromiya,West Shewa,Ejerie,Bolengo
Oromiya,West Shewa,Ejerie,Hide
Oromiya,West Shewa,Ejerie,Dibu
Oromiya,West Shewa,Welmera,Menagesha Town
Oromiya,West Shewa,Welmera,Dufa
Oromiya,West Shewa,Welmera,Ulafoyata
Oromiya,West Shewa,Welmera,Ula Selasse
Oromiya,West Shewa,Welmera,Haroboki
Oromiya,West Shewa,Welmera,Telecho Gebriel
Oromiya,West Shewa,Welmera,Burkusame Gebiya Robe
Oromiya,West Shewa,Welmera,Nano Genet
Oromiya,West Shewa,Welmera,Elala Gojo
Oromiya,West Shewa,Welmera,Adeleberityqore
Oromiya,West Shewa,Welmera,Sokoroawasi
Oromiya,West Shewa,Welmera,Wetabecha MInjaro
Oromiya,West Shewa,Welmera,Wechecha
Oromiya,West Shewa,Welmera,Berifeta Lemefa
Oromiya,West Shewa,Welmera,Berfeta Tekofa
Oromiya,West Shewa,Welmera,Wajetu Haribo
Oromiya,West Shewa,Welmera,Dawa Filafito
Oromiya,West Shewa,Welmera,Gersu Seyida
Oromiya,West Shewa,Welmera,Nanu Suba
Oromiya,West Shewa,Welmera,Wajetu Wato Dalecha
Oromiya,West Shewa,Welmera,Geba Kemisa
Oromiya,West Shewa,Welmera,Fale Tulurada
Oromiya,West Shewa,Welmera,Gole Liben
Oromiya,West Shewa,Welmera,Nano Kersa
Oromiya,West Shewa,Welmera,Suba Yemenigist Den
Oromiya,West Shewa,Adea Berga,Muger
Oromiya,West Shewa,Adea Berga,Muger ciminto Fabrika
Oromiya,West Shewa,Adea Berga,Inchini
Oromiya,West Shewa,Adea Berga,Senboro sego
Oromiya,West Shewa,Adea Berga,Haro Boro
Oromiya,West Shewa,Adea Berga,Oda dalota
Oromiya,West Shewa,Adea Berga,Eluchekorsa
Oromiya,West Shewa,Adea Berga,Debisa agasa
Oromiya,West Shewa,Adea Berga,Dire medale
Oromiya,West Shewa,Adea Berga,Elu werebo
Oromiya,West Shewa,Adea Berga,Kerkerecha
Oromiya,West Shewa,Adea Berga,Kore jeno
Oromiya,West Shewa,Adea Berga,Biyo wegidy
Oromiya,West Shewa,Adea Berga,Tuly dese
Oromiya,West Shewa,Adea Berga,Chancho Brete
Oromiya,West Shewa,Adea Berga,Reji mokoda
Oromiya,West Shewa,Adea Berga,Elu mute
Oromiya,West Shewa,Adea Berga,Odada sodobile
Oromiya,West Shewa,Adea Berga,Elu soda bile
Oromiya,West Shewa,Adea Berga,Elu keteba
Oromiya,West Shewa,Adea Berga,Elu tosanyi
Oromiya,West Shewa,Adea Berga,Odo olonkome
Oromiya,West Shewa,Adea Berga,Chefe bisil
Oromiya,West Shewa,Adea Berga,Ejere negewo
Oromiya,West Shewa,Adea Berga,Were elu
Oromiya,West Shewa,Adea Berga,Dakukerisa
Oromiya,West Shewa,Adea Berga,Ulagora
Oromiya,West Shewa,Adea Berga,Gatira nebe
Oromiya,West Shewa,Adea Berga,Bishan dimo
Oromiya,West Shewa,Adea Berga,Haro shobore
Oromiya,West Shewa,Adea Berga,Fite
Oromiya,West Shewa,Adea Berga,Haro lemen
Oromiya,West Shewa,Adea Berga,Kalo
Oromiya,West Shewa,Adea Berga,Sire berga
Oromiya,West Shewa,Adea Berga,Maru chobot
Oromiya,West Shewa,Adea Berga,Iteya
Oromiya,West Shewa,Adea Berga,Deku kito
Oromiya,West Shewa,Adea Berga,Adea Brega wetet habit limat
Oromiya,West Shewa,Metarobi,Sheno Town
Oromiya,West Shewa,Metarobi,Qunde Geresu
Oromiya,West Shewa,Metarobi,Mete Haro
Oromiya,West Shewa,Metarobi,Bekojonisa
Oromiya,West Shewa,Metarobi,Wegida Bedesa
Oromiya,West Shewa,Metarobi,Bufachefe
Oromiya,West Shewa,Metarobi,Luma Tatesa
Oromiya,West Shewa,Metarobi,Sendafa Boneya
Oromiya,West Shewa,Metarobi,Chonife Menke
Oromiya,West Shewa,Metarobi,lilu
Oromiya,West Shewa,Metarobi,Menidela
Oromiya,West Shewa,Metarobi,Subagajo
Oromiya,West Shewa,Metarobi,Alelitu Chobere
Oromiya,West Shewa,Metarobi,Goro Mako
Oromiya,West Shewa,Metarobi,Loya Jagola
Oromiya,West Shewa,Metarobi,Sire Babo
Oromiya,West Shewa,Metarobi,Agembora
Oromiya,West Shewa,Metarobi,Daleta Welikite
Oromiya,West Shewa,Metarobi,Iludanse
Oromiya,West Shewa,Metarobi,Subakeribe
Oromiya,West Shewa,Metarobi,Muterobi
Oromiya,West Shewa,Metarobi,Amumadadino
Oromiya,West Shewa,Metarobi,Ketiketo Jijiga
Oromiya,West Shewa,Metarobi,Haro Welkete
Oromiya,West Shewa,Metarobi,Borosa Dulla
Oromiya,West Shewa,Metarobi,Dulla Dengego
Oromiya,West Shewa,Metarobi,Dulla
Oromiya,West Shewa,Metarobi,ketchema Welenso
Oromiya,West Shewa,Metarobi,Kuyu Gichi
Oromiya,West Shewa,Metarobi,Fale
Oromiya,West Shewa,Metarobi,Sebaela
Oromiya,West Shewa,Metarobi,Kimo Dima
Oromiya,West Shewa,Metarobi,Huluko Birbisa
Oromiya,West Shewa,Metarobi,Huko Haro
Oromiya,West Shewa,Metarobi,Werke Welensu
Oromiya,West Shewa,Metarobi,Webo
Oromiya,West Shewa,Metarobi,Gola Guji
Oromiya,West Shewa,Metarobi,Qore Gino
Oromiya,West Shewa,Metarobi,Baka
Oromiya,West Shewa,Metarobi,Abo Cheru
Oromiya,West Shewa,Metarobi,Chancho Borcho
Oromiya,West Shewa,Metarobi,Baka Qorcha
Oromiya,West Shewa,Ambo Town,Ambo Town
Oromiya,West Shewa,Abuna Gindeberet,Beke Qelate Town
Oromiya,West Shewa,Abuna Gindeberet,Degoma Kibi
Oromiya,West Shewa,Abuna Gindeberet,Goro Dokonu
Oromiya,West Shewa,Abuna Gindeberet,Deguma Yegot
Oromiya,West Shewa,Abuna Gindeberet,Debeka
Oromiya,West Shewa,Abuna Gindeberet,Gerbi Gole
Oromiya,West Shewa,Abuna Gindeberet,Dire Qegni
Oromiya,West Shewa,Abuna Gindeberet,Bukeko Kere Dibar
Oromiya,West Shewa,Abuna Gindeberet,Yegot
Oromiya,West Shewa,Abuna Gindeberet,Kono
Oromiya,West Shewa,Abuna Gindeberet,Ger Toko
Oromiya,West Shewa,Abuna Gindeberet,Dakonu Sori
Oromiya,West Shewa,Abuna Gindeberet,Goro Bati
Oromiya,West Shewa,Abuna Gindeberet,Kolu
Oromiya,West Shewa,Abuna Gindeberet,Goho Guduru
Oromiya,West Shewa,Abuna Gindeberet,Welensu
Oromiya,West Shewa,Abuna Gindeberet,Guduru
Oromiya,West Shewa,Abuna Gindeberet,Bedada Wele
Oromiya,West Shewa,Abuna Gindeberet,Goro Furto
Oromiya,West Shewa,Abuna Gindeberet,Gutu Andode
Oromiya,West Shewa,Abuna Gindeberet,Densa Oula Burke
Oromiya,West Shewa,Abuna Gindeberet,Erjajo
Oromiya,West Shewa,Abuna Gindeberet,Goro Jaleti
Oromiya,West Shewa,Abuna Gindeberet,Bedesa Chando
Oromiya,West Shewa,Abuna Gindeberet,Haro
Oromiya,West Shewa,Abuna Gindeberet,Beke Qelate
Oromiya,West Shewa,Abuna Gindeberet,Obora
Oromiya,West Shewa,Abuna Gindeberet,Anfara Kichu
Oromiya,West Shewa,Abuna Gindeberet,Kere Bete
Oromiya,West Shewa,Abuna Gindeberet,Welaja Genfo
Oromiya,West Shewa,Abuna Gindeberet,Gago Bete
Oromiya,West Shewa,Abuna Gindeberet,Gago Asole
Oromiya,West Shewa,Abuna Gindeberet,Dekesa Goro Diko
Oromiya,West Shewa,Abuna Gindeberet,Bedesa Dembi
Oromiya,West Shewa,Abuna Gindeberet,Gajo Bedesa
Oromiya,West Shewa,Abuna Gindeberet,Kere Cheka
Oromiya,West Shewa,Abuna Gindeberet,Enselale Gajo
Oromiya,West Shewa,Abuna Gindeberet,Ogobe Gaja
Oromiya,West Shewa,Abuna Gindeberet,Mendida Sole
Oromiya,West Shewa,Abuna Gindeberet,Mendeda Tunjeti
Oromiya,West Shewa,Abuna Gindeberet,Guto Sombo
Oromiya,West Shewa,Abuna Gindeberet,Dega Tina
Oromiya,West Shewa,Abuna Gindeberet,Areri Kenjo
Oromiya,West Shewa,Abuna Gindeberet,Chefe Erere
Oromiya,West Shewa,Toko Kutaye,Guder Town
Oromiya,West Shewa,Toko Kutaye,Toke Town
Oromiya,West Shewa,Toko Kutaye,Qucha Gamo
Oromiya,West Shewa,Toko Kutaye,Kolba Anchabi
Oromiya,West Shewa,Toko Kutaye,Melka Nega Dnbi
Oromiya,West Shewa,Toko Kutaye,Dhga Fele
Oromiya,West Shewa,Toko Kutaye,Emala Dawe Ajo
Oromiya,West Shewa,Toko Kutaye,Wajira
Oromiya,West Shewa,Toko Kutaye,Dada Gelan
Oromiya,West Shewa,Toko Kutaye,Hadaresa Bila
Oromiya,West Shewa,Toko Kutaye,Gimbi
Oromiya,West Shewa,Toko Kutaye,Melke Dera
Oromiya,West Shewa,Toko Kutaye,Maruf
Oromiya,West Shewa,Toko Kutaye,Berbersana Dogoma
Oromiya,West Shewa,Toko Kutaye,Ula Lankesa
Oromiya,West Shewa,Toko Kutaye,Haru Lelu
Oromiya,West Shewa,Toko Kutaye,Ejere Arfenjo
Oromiya,West Shewa,Toko Kutaye,Toke Afenjo
Oromiya,West Shewa,Toko Kutaye,Temay
Oromiya,West Shewa,Toko Kutaye,Lencha
Oromiya,West Shewa,Toko Kutaye,Agamsa Daso
Oromiya,West Shewa,Toko Kutaye,Kela Beroda
Oromiya,West Shewa,Toko Kutaye,Chaka Gamo
Oromiya,West Shewa,Toko Kutaye,Toke Kombolcha
Oromiya,West Shewa,Toko Kutaye,Erensa
Oromiya,West Shewa,Toko Kutaye,Meti
Oromiya,West Shewa,Toko Kutaye,Chancho Obi
Oromiya,West Shewa,Toko Kutaye,Roge Danisa
Oromiya,West Shewa,Toko Kutaye,Roge Ajo
Oromiya,West Shewa,Toko Kutaye,Mugno Keshenbel
Oromiya,West Shewa,Toko Kutaye,Mugno Bashura
Oromiya,West Shewa,Toko Kutaye,Mugno Babo Galo
Oromiya,West Shewa,Toko Kutaye,MugnoTutu
Oromiya,West Shewa,Toko Kutaye,Tatek Engeerening Hormat
Oromiya,West Shewa,Jibat,SHENEN TOWN
Oromiya,West Shewa,Jibat,GAMOYABELO
Oromiya,West Shewa,Jibat,CHENCHEDUNA MESERA
Oromiya,West Shewa,Jibat,AGELGOBO BASALE
Oromiya,West Shewa,Jibat,GAMO WELISO
Oromiya,West Shewa,Jibat,ALELTU NA DIRIKO
Oromiya,West Shewa,Jibat,BILOMALIMA
Oromiya,West Shewa,Jibat,GAMJIBAT
Oromiya,West Shewa,Jibat,MUNYO ABEYI
Oromiya,West Shewa,Jibat,TUTU JIBAT
Oromiya,West Shewa,Jibat,MARU JIBAT
Oromiya,West Shewa,Jibat,ABAY REJI
Oromiya,West Shewa,Jibat,MARU BAHA
Oromiya,West Shewa,Jibat,MARU GAJA
Oromiya,West Shewa,Jibat,MARUKOBOLCHO
Oromiya,West Shewa,Jibat,MARUGONBO
Oromiya,West Shewa,Jibat,MUNYOWITETE
Oromiya,West Shewa,Jibat,KUTAYE MUNYO
Oromiya,West Shewa,Jibat,MOLUFALE
Oromiya,West Shewa,Jibat,KUYUARERE
Oromiya,West Shewa,Jibat,OLIOSO
Oromiya,West Shewa,Jibat,GAMOADADI
Oromiya,West Shewa,Jibat,ICHADIKA
Oromiya,West Shewa,Jibat,ADAMI UKE
Oromiya,West Shewa,Jibat,DENI
Oromiya,West Shewa,Jibat,DENI
Oromiya,West Shewa,Elifata,Beke Town
Oromiya,West Shewa,Elifata,Hida Busenidi
Oromiya,West Shewa,Elifata,Dire Bereda
Oromiya,West Shewa,Elifata,Eit Sakoye
Oromiya,West Shewa,Elifata,Amibal Tagodeti
Oromiya,West Shewa,Elifata,Haro Tuffiticha
Oromiya,West Shewa,Elifata,Deba Medihanialem
Oromiya,West Shewa,Elifata,Goso Mikael
Oromiya,West Shewa,Elifata,Toseng Gefare
Oromiya,West Shewa,Elifata,Gute Sado
Oromiya,West Shewa,Elifata,Jirima Koribesa
Oromiya,West Shewa,Elifata,Fulicha
Oromiya,West Shewa,Elifata,Sato Luku
Oromiya,West Shewa,Elifata,Gicho
Oromiya,West Shewa,Elifata,Sinani Luku
Oromiya,West Shewa,Elifata,Somibo Chitu
Oromiya,West Shewa,Holeta Town,Holeta Town
Oromiya,North Shewa,Were Jarso,Goha Tsiyon Town
Oromiya,North Shewa,Were Jarso,Tulu Milki Town
Oromiya,North Shewa,Were Jarso,Faji Ajersa
Oromiya,North Shewa,Were Jarso,Korgego Lutu
Oromiya,North Shewa,Were Jarso,Haro Mikael
Oromiya,North Shewa,Were Jarso,Shenkora Shesheng
Oromiya,North Shewa,Were Jarso,Kolaje Mogedera
Oromiya,North Shewa,Were Jarso,Kola Borso
Oromiya,North Shewa,Were Jarso,Dem Beza Wele
Oromiya,North Shewa,Were Jarso,Gereme Goba
Oromiya,North Shewa,Were Jarso,Bisetino Dera
Oromiya,North Shewa,Were Jarso,Meliyou Cheka
Oromiya,North Shewa,Were Jarso,Aware Golje
Oromiya,North Shewa,Were Jarso,Lencho Borso
Oromiya,North Shewa,Were Jarso,Wele Chilelo
Oromiya,North Shewa,Were Jarso,Jemo Berdada
Oromiya,North Shewa,Were Jarso,Hose
Oromiya,North Shewa,Were Jarso,Lantu Wele Argi
Oromiya,North Shewa,Were Jarso,Jem Jemela
Oromiya,North Shewa,Were Jarso,Bobe Liben
Oromiya,North Shewa,Were Jarso,Jarso Tuti
Oromiya,North Shewa,Were Jarso,Abu Keku
Oromiya,North Shewa,Were Jarso,Nunu Gondini
Oromiya,North Shewa,Were Jarso,Abuya Yanbena
Oromiya,North Shewa,Were Jarso,Bito Milki
Oromiya,North Shewa,Were Jarso,Deye Tuti
Oromiya,North Shewa,Were Jarso,Buchusa Selase
Oromiya,North Shewa,Dera,Gundo Meskel Town
Oromiya,North Shewa,Dera,Homa Boneya
Oromiya,North Shewa,Dera,Gebro
Oromiya,North Shewa,Dera,Dembi Birje
Oromiya,North Shewa,Dera,Beyo Nono
Oromiya,North Shewa,Dera,Gili Wedesa
Oromiya,North Shewa,Dera,Godima 3 Warka
Oromiya,North Shewa,Dera,Kara Miti Kora
Oromiya,North Shewa,Dera,Addis Alem Yaya
Oromiya,North Shewa,Dera,Kabi Gololcha
Oromiya,North Shewa,Dera,Keraba
Oromiya,North Shewa,Dera,Menelego
Oromiya,North Shewa,Dera,Abu Godo
Oromiya,North Shewa,Dera,Bahit
Oromiya,North Shewa,Dera,Mamo Bukini
Oromiya,North Shewa,Dera,Makafta Juru
Oromiya,North Shewa,Dera,Were Hula
Oromiya,North Shewa,Dera,Adaa Malke
Oromiya,North Shewa,Dera,Ilu Goda Chefe
Oromiya,North Shewa,Dera,Deku Webenso
Oromiya,North Shewa,Dera,Koro Ginde Berbere
Oromiya,North Shewa,Dera,Hamuma Gindo
Oromiya,North Shewa,Dera,Harbo Daso
Oromiya,North Shewa,Dera,Ilu Wayo
Oromiya,North Shewa,Dera,Becho Wajitu
Oromiya,North Shewa,Dera,Menkata
Oromiya,North Shewa,Dera,Were Gebro
Oromiya,North Shewa,Dera,Hache Kusayo
Oromiya,North Shewa,Dera,Wegilo Michael
Oromiya,North Shewa,Dera,Mekafta Meneyu
Oromiya,North Shewa,Dera,Were Meneyu
Oromiya,North Shewa,Dera,Karu Suba
Oromiya,North Shewa,Dera,Jiru Dada
Oromiya,North Shewa,Dera,Babu Dire
Oromiya,North Shewa,Hidabu Abote,Ejere Town
Oromiya,North Shewa,Hidabu Abote,Haro Chalenqo
Oromiya,North Shewa,Hidabu Abote,Gedebo Jema
